zaxis,yaxis,H,Na,K,Mg,Ca,Ba,Ti,V,Mn,Fe,Ni,Cu,Ag,Zn,B,Al,C,Si,Pb,REE,U,F,Cl,O,S,Se,P,As,Sb,Bi
Si,O,961,547,276,276,618,134,215,38,244,334,8,38,0,50,114,565,57,1453,44,153,21,189,84,1453,56,0,36,22,7,3
Si,S,35,28,15,1,40,4,1,0,2,3,0,4,0,4,2,33,10,56,7,1,0,3,14,56,56,0,1,1,0,0
Si,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si,P,17,21,2,3,22,7,13,0,8,8,1,0,0,1,4,8,4,37,0,10,0,14,1,36,1,0,37,0,0,0
Si,As,16,4,1,4,4,0,2,1,13,8,0,3,0,6,2,7,0,22,1,3,0,2,1,22,1,0,0,22,1,0
Si,Sb,2,0,0,1,1,0,0,0,5,3,0,0,0,1,0,2,0,7,0,0,0,0,0,7,0,0,0,1,7,0
Si,Bi,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
Pb,H,200,6,4,7,14,2,4,14,18,43,1,53,2,17,4,28,23,27,200,6,26,6,39,199,40,5,25,41,4,5
Pb,Na,6,12,4,0,5,1,3,0,3,4,0,1,0,1,0,2,1,0,12,3,3,2,3,12,2,0,1,3,0,0
Pb,K,4,4,11,0,2,2,1,0,0,1,0,3,1,1,1,1,0,1,11,1,1,1,5,8,3,1,0,1,1,0
Pb,Mg,7,0,0,8,1,0,0,0,3,3,0,0,0,0,1,0,3,3,8,0,1,1,2,8,1,0,0,1,0,0
Pb,Ca,14,5,2,1,28,3,0,0,4,4,0,4,0,2,2,7,2,14,28,3,2,5,5,27,2,0,4,3,1,0
Pb,Ba,2,1,2,0,3,4,0,0,1,2,1,1,0,0,1,0,0,2,4,1,1,1,1,3,1,0,0,0,0,0
Pb,Ti,4,3,1,0,0,0,10,2,6,8,0,0,0,3,0,0,0,0,10,6,4,1,0,10,0,0,0,1,0,0
Pb,V,14,0,0,0,0,0,2,22,5,7,0,2,0,3,0,1,0,1,22,1,2,0,4,22,0,0,2,1,0,1
Pb,Mn,18,3,0,3,4,1,6,5,34,11,0,0,2,4,1,2,2,6,34,5,2,1,3,31,6,0,0,5,3,0
Pb,Fe,43,4,1,3,4,2,8,7,11,75,3,16,1,8,0,4,1,9,75,6,5,1,5,57,24,0,9,13,7,8
Pb,Ni,1,0,0,0,0,1,0,0,0,3,5,2,0,0,0,0,0,0,5,0,0,0,0,1,4,0,0,1,0,1
Pb,Cu,53,1,3,0,4,1,0,2,0,16,2,125,20,3,0,5,4,7,125,2,1,0,20,64,76,12,4,18,21,40
Pb,Ag,2,0,1,0,0,0,0,0,2,1,0,20,60,1,0,0,0,0,60,0,0,1,4,4,53,2,0,14,28,24
Pb,Zn,17,1,1,0,2,0,3,3,4,8,0,3,1,26,0,0,0,5,26,3,1,2,2,26,4,1,1,10,1,0
Pb,B,4,0,1,1,2,1,0,0,1,0,0,0,0,0,6,0,2,3,6,1,0,3,3,6,0,0,0,0,0,0
Pb,Al,28,2,1,0,7,0,0,1,2,4,0,5,0,0,0,30,4,10,30,0,1,3,3,29,8,0,7,3,1,0
Pb,C,23,1,0,3,2,0,0,0,2,1,0,4,0,0,2,4,28,6,28,2,1,1,6,28,8,0,0,0,0,0
Pb,Si,27,0,1,3,14,2,0,1,6,9,0,7,0,5,3,10,6,44,44,1,1,4,8,44,7,0,0,1,0,0
Pb,Pb,200,12,11,8,28,4,10,22,34,75,5,125,60,26,6,30,28,44,520,11,31,19,90,314,231,24,29,105,89,86
Pb,REE,6,3,1,0,3,1,6,1,5,6,0,2,0,3,1,0,2,1,11,11,4,3,0,11,0,0,0,1,0,0
Pb,U,26,3,1,1,2,1,4,2,2,5,0,1,0,1,0,1,1,1,31,4,31,1,0,31,0,1,7,3,0,2
Pb,F,6,2,1,1,5,1,1,0,1,1,0,0,1,2,3,3,1,4,19,3,1,19,6,14,2,0,1,0,0,0
Pb,Cl,39,3,5,2,5,1,0,4,3,5,0,20,4,2,3,3,6,8,90,0,0,6,90,75,17,4,2,16,9,3
Pb,O,199,12,8,8,27,3,10,22,31,57,1,64,4,26,6,29,28,44,314,11,31,14,75,314,59,11,29,55,16,6
Pb,S,40,2,3,1,2,1,0,0,6,24,4,76,53,4,0,8,8,7,231,0,0,2,17,59,231,10,3,54,80,72
Pb,Se,5,0,1,0,0,0,0,0,0,0,0,12,2,1,0,0,0,0,24,0,1,0,4,11,10,24,0,0,0,13
Pb,P,25,1,0,0,4,0,0,2,0,9,0,4,0,1,0,7,0,0,29,0,7,1,2,29,3,0,29,0,0,2
Pb,As,41,3,1,1,3,0,1,1,5,13,1,18,14,10,0,3,0,1,105,1,3,0,16,55,54,0,0,105,26,5
Pb,Sb,4,0,1,0,1,0,0,0,3,7,0,21,28,1,0,1,0,0,89,0,0,0,9,16,80,0,0,26,89,11
Pb,Bi,5,0,0,0,0,0,0,1,0,8,1,40,24,0,0,0,0,0,86,0,2,0,3,6,72,13,2,5,11,86
REE,H,195,52,8,8,84,11,44,7,29,42,0,10,0,4,14,49,50,95,6,195,19,35,7,195,8,0,24,12,0,0
REE,Na,52,101,7,1,52,16,26,0,19,20,0,1,0,4,7,2,32,55,3,101,3,41,8,97,3,0,18,2,0,0
REE,K,8,7,12,0,8,3,1,0,1,0,0,0,0,0,1,0,2,11,1,12,0,3,0,12,0,0,0,0,0,0
REE,Mg,8,1,0,18,14,0,6,0,1,7,0,0,0,0,0,9,1,13,0,18,0,5,0,18,0,0,1,0,0,0
REE,Ca,84,52,8,14,136,8,28,1,16,31,0,2,0,0,16,34,34,78,3,136,8,46,5,133,3,0,15,5,0,0
REE,Ba,11,16,3,0,8,25,8,0,1,4,0,0,0,0,4,0,12,11,1,25,1,15,2,25,1,0,3,0,0,0
REE,Ti,44,26,1,6,28,8,73,5,12,35,0,0,0,4,3,7,3,38,6,73,13,16,1,73,0,0,3,2,0,0
REE,V,7,0,0,0,1,0,5,11,4,6,0,0,0,1,0,2,0,2,1,11,5,2,0,11,0,0,0,0,0,0
REE,Mn,29,19,1,1,16,1,12,4,40,21,0,1,0,3,2,9,4,28,5,40,4,8,6,40,1,0,2,3,0,0
REE,Fe,42,20,0,7,31,4,35,6,21,73,0,1,0,4,6,18,1,49,6,73,13,14,4,73,0,0,4,5,0,0
REE,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Cu,10,1,0,0,2,0,0,0,1,1,0,12,0,0,0,0,4,1,2,12,1,0,1,12,0,0,2,5,0,0
REE,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Zn,4,4,0,0,0,0,4,1,3,4,0,0,0,6,0,0,0,2,3,6,1,2,0,6,0,0,0,0,0,0
REE,B,14,7,1,0,16,4,3,0,2,6,0,0,0,0,25,7,1,22,1,25,0,10,0,25,0,0,4,2,0,0
REE,Al,49,2,0,9,34,0,7,2,9,18,0,0,0,0,7,58,4,41,0,58,0,12,0,58,5,0,6,4,0,0
REE,C,50,32,2,1,34,12,3,0,4,1,0,4,0,0,1,4,86,13,2,86,6,25,3,86,6,0,5,0,0,0
REE,Si,95,55,11,13,78,11,38,2,28,49,0,1,0,2,22,41,13,153,1,153,1,40,5,153,1,0,10,3,0,0
REE,Pb,6,3,1,0,3,1,6,1,5,6,0,2,0,3,1,0,2,1,11,11,4,3,0,11,0,0,0,1,0,0
REE,REE,195,101,12,18,136,25,73,11,40,73,0,12,0,6,25,58,86,153,11,342,27,87,9,334,10,0,44,18,0,0
REE,U,19,3,0,0,8,1,13,5,4,13,0,1,0,1,0,0,6,1,4,27,27,3,0,27,1,0,3,1,0,0
REE,F,35,41,3,5,46,15,16,2,8,14,0,0,0,2,10,12,25,40,3,87,3,87,4,80,5,0,12,2,0,0
REE,Cl,7,8,0,0,5,2,1,0,6,4,0,1,0,0,0,0,3,5,0,9,0,4,9,9,2,0,1,0,0,0
REE,O,195,97,12,18,133,25,73,11,40,73,0,12,0,6,25,58,86,153,11,334,27,80,9,334,10,0,44,18,0,0
REE,S,8,3,0,0,3,1,0,0,1,0,0,0,0,0,0,5,6,1,0,10,1,5,2,10,10,0,1,0,0,0
REE,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,P,24,18,0,1,15,3,3,0,2,4,0,2,0,0,4,6,5,10,0,44,3,12,1,44,1,0,44,0,0,0
REE,As,12,2,0,0,5,0,2,0,3,5,0,5,0,0,2,4,0,3,1,18,1,2,0,18,0,0,0,18,0,0
REE,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,235,26,19,19,52,14,13,19,5,20,4,17,0,4,0,18,29,19,26,19,235,7,1,235,35,7,52,34,0,6
U,Na,26,31,4,1,11,3,2,1,1,2,0,0,0,0,0,1,6,3,3,3,31,3,1,31,11,1,2,1,0,0
U,K,19,4,21,1,7,1,0,2,0,0,0,0,0,0,0,0,3,3,1,0,21,0,0,21,5,0,3,2,0,0
U,Mg,19,1,1,19,3,0,0,0,0,1,0,0,0,0,0,0,4,3,1,0,19,1,0,19,4,0,2,4,0,0
U,Ca,52,11,7,3,60,4,6,3,0,5,0,2,0,1,0,0,18,7,2,8,60,4,0,60,3,1,10,4,0,0
U,Ba,14,3,1,0,4,14,0,1,0,0,0,0,0,0,0,0,1,1,1,1,14,0,0,14,0,1,3,2,0,0
U,Ti,13,2,0,0,6,0,19,5,4,11,0,0,0,1,0,0,0,0,4,13,19,2,0,19,0,0,0,1,0,0
U,V,19,1,2,0,3,1,5,19,4,5,0,1,0,1,0,2,0,0,2,5,19,2,0,19,1,0,1,0,0,0
U,Mn,5,1,0,0,0,0,4,4,6,4,0,0,0,1,0,0,0,0,2,4,6,0,0,6,0,0,2,0,0,0
U,Fe,20,2,0,1,5,0,11,5,4,28,0,0,0,1,0,1,0,0,5,13,28,2,0,28,5,0,6,3,0,0
U,Ni,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,1,0,0,3,0,0
U,Cu,17,0,0,0,2,0,0,1,0,0,0,17,0,0,0,0,3,1,1,1,17,0,0,17,2,3,3,2,0,0
U,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,Zn,4,0,0,0,1,0,1,1,1,1,0,0,0,4,0,0,1,0,1,1,4,0,0,4,1,0,0,1,0,0
U,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,Al,18,1,0,0,0,0,0,2,0,1,0,0,0,0,0,18,0,0,1,0,18,3,0,18,2,0,13,2,0,0
U,C,29,6,3,4,18,1,0,0,0,0,0,3,0,1,0,0,32,1,1,6,32,2,0,32,2,0,0,0,0,0
U,Si,19,3,3,3,7,1,0,0,0,0,0,1,0,0,0,0,1,21,1,1,21,0,0,21,0,0,0,0,0,0
U,Pb,26,3,1,1,2,1,4,2,2,5,0,1,0,1,0,1,1,1,31,4,31,1,0,31,0,1,7,3,0,2
U,REE,19,3,0,0,8,1,13,5,4,13,0,1,0,1,0,0,6,1,4,27,27,3,0,27,1,0,3,1,0,0
U,U,235,31,21,19,60,14,19,19,6,28,4,17,0,4,0,18,32,21,31,27,261,9,1,261,35,7,52,35,0,6
U,F,7,3,0,1,4,0,2,2,0,2,0,0,0,0,0,3,2,0,1,3,9,9,0,9,1,0,1,2,0,0
U,Cl,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
U,O,235,31,21,19,60,14,19,19,6,28,4,17,0,4,0,18,32,21,31,27,261,9,1,261,35,7,52,35,0,6
U,S,35,11,5,4,3,0,0,1,0,5,1,2,0,1,0,2,2,0,0,1,35,1,1,35,35,0,3,0,0,0
U,Se,7,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,7,0,0,7,0,7,0,0,0,0
U,P,52,2,3,2,10,3,0,1,2,6,0,3,0,0,0,13,0,0,7,3,52,1,0,52,3,0,52,0,0,2
U,As,34,1,2,4,4,2,1,0,0,3,3,2,0,1,0,2,0,0,3,1,35,2,0,35,0,0,0,35,0,3
U,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,Bi,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,6,0,0,2,3,0,6
F,H,169,74,25,28,77,21,40,5,32,34,0,7,0,3,16,78,13,90,6,35,7,169,11,166,18,0,32,3,1,0
F,Na,74,184,26,31,94,26,55,0,32,42,0,0,0,3,15,48,16,112,2,41,3,184,12,165,11,0,29,6,1,1
F,K,25,26,59,14,26,8,12,0,12,12,0,0,0,0,4,16,1,50,1,3,0,59,3,51,4,0,2,0,0,0
F,Mg,28,31,14,76,30,6,5,0,3,21,0,0,0,0,8,37,2,48,1,5,1,76,0,70,7,0,6,3,0,0
F,Ca,77,94,26,30,184,19,32,2,20,26,0,0,0,0,13,57,19,106,5,46,4,184,9,172,13,0,34,6,1,1
F,Ba,21,26,8,6,19,48,20,2,12,10,0,0,0,0,5,6,11,29,1,15,0,48,5,44,1,0,10,0,0,0
F,Ti,40,55,12,5,32,20,65,2,22,24,0,0,0,3,3,3,1,57,1,16,2,65,2,65,0,0,11,0,0,0
F,V,5,0,0,0,2,2,2,6,0,2,0,2,0,0,0,3,1,2,0,2,2,6,0,6,0,0,2,0,0,0
F,Mn,32,32,12,3,20,12,22,0,42,14,0,0,0,1,3,7,2,34,1,8,0,42,4,42,1,0,7,0,0,0
F,Fe,34,42,12,21,26,10,24,2,14,62,0,0,0,2,9,20,1,49,1,14,2,62,2,62,0,0,10,4,0,0
F,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Cu,7,0,0,0,0,0,0,2,0,0,0,7,0,0,0,4,0,0,0,0,0,7,1,7,0,0,3,0,1,0
F,Ag,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
F,Zn,3,3,0,0,0,0,3,0,1,2,0,0,0,4,0,0,0,2,2,2,0,4,0,4,0,0,0,0,0,0
F,B,16,15,4,8,13,5,3,0,3,9,0,0,0,0,32,11,1,25,3,10,0,32,1,28,2,0,4,2,0,0
F,Al,78,48,16,37,57,6,3,3,7,20,0,4,0,0,11,134,4,56,3,12,3,134,4,119,15,0,24,5,0,0
F,C,13,16,1,2,19,11,1,1,2,1,0,0,0,0,1,4,39,4,1,25,2,39,2,39,3,0,2,0,0,1
F,Si,90,112,50,48,106,29,57,2,34,49,0,0,0,2,25,56,4,196,4,40,0,196,8,189,3,0,14,2,0,0
F,Pb,6,2,1,1,5,1,1,0,1,1,0,0,1,2,3,3,1,4,19,3,1,19,6,14,2,0,1,0,0,0
F,REE,35,41,3,5,46,15,16,2,8,14,0,0,0,2,10,12,25,40,3,87,3,87,4,80,5,0,12,2,0,0
F,U,7,3,0,1,4,0,2,2,0,2,0,0,0,0,0,3,2,0,1,3,9,9,0,9,1,0,1,2,0,0
F,F,169,184,59,76,184,48,65,6,42,62,0,7,1,4,32,134,39,196,19,87,9,395,24,347,31,0,66,11,2,4
F,Cl,11,12,3,0,9,5,2,0,4,2,0,1,1,0,1,4,2,8,6,4,0,24,24,19,7,0,1,0,0,0
F,O,166,165,51,70,172,44,65,6,42,62,0,7,0,4,28,119,39,189,14,80,9,347,19,347,31,0,66,11,2,3
F,S,18,11,4,7,13,1,0,0,1,0,0,0,0,0,2,15,3,3,2,5,1,31,7,31,31,0,2,0,0,0
F,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,P,32,29,2,6,34,10,11,2,7,10,0,3,0,0,4,24,2,14,1,12,1,66,1,66,2,0,66,0,0,0
F,As,3,6,0,3,6,0,0,0,0,4,0,0,0,0,2,5,0,2,0,2,2,11,0,11,0,0,0,11,0,0
F,Sb,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0
F,Bi,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,0,0,0,4
Cl,H,217,53,30,27,74,13,9,2,27,41,5,58,2,9,28,37,23,56,39,7,1,11,217,212,32,1,3,15,3,2
Cl,Na,53,85,23,3,47,3,6,0,14,25,0,10,0,1,4,26,11,44,3,8,1,12,85,82,32,1,3,8,1,1
Cl,K,30,23,61,4,21,1,3,1,3,13,1,17,1,5,4,15,4,18,5,0,0,3,61,49,17,2,0,3,0,1
Cl,Mg,27,3,4,36,9,2,2,0,3,4,0,3,0,0,9,8,5,7,2,0,0,0,36,35,6,0,0,0,0,0
Cl,Ca,74,47,21,9,100,5,6,0,14,23,0,11,0,0,16,30,13,55,5,5,0,9,100,98,15,0,5,11,2,1
Cl,Ba,13,3,1,2,5,20,7,1,6,7,0,0,0,0,3,3,3,15,1,2,0,5,20,19,1,0,2,1,0,0
Cl,Ti,9,6,3,2,6,7,12,1,6,7,0,0,0,0,3,1,0,12,0,1,0,2,12,12,0,0,0,0,0,0
Cl,V,2,0,1,0,0,1,1,8,0,0,0,4,0,0,1,0,0,2,4,0,0,0,8,8,0,0,0,1,0,0
Cl,Mn,27,14,3,3,14,6,6,0,34,9,0,2,0,0,4,0,3,20,3,6,0,4,34,31,3,0,1,1,0,0
Cl,Fe,41,25,13,4,23,7,7,0,9,56,4,5,0,0,5,4,1,26,5,4,0,2,56,50,9,0,0,4,0,1
Cl,Ni,5,0,1,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0
Cl,Cu,58,10,17,3,11,0,0,4,2,5,3,88,3,7,1,6,3,2,20,1,0,1,88,83,13,10,2,12,4,3
Cl,Ag,2,0,1,0,0,0,0,0,0,0,0,3,8,1,0,0,0,0,4,0,0,1,8,3,4,0,0,0,1,0
Cl,Zn,9,1,5,0,0,0,0,0,0,0,0,7,1,14,1,0,0,0,2,0,0,0,14,12,1,2,0,1,0,0
Cl,B,28,4,4,9,16,3,3,1,4,5,0,1,0,1,35,4,2,8,3,0,0,1,35,35,2,0,0,0,0,0
Cl,Al,37,26,15,8,30,3,1,0,0,4,0,6,0,0,4,57,9,34,3,0,0,4,57,57,19,0,1,2,1,0
Cl,C,23,11,4,5,13,3,0,0,3,1,0,3,0,0,2,9,31,10,6,3,0,2,31,31,9,0,1,0,0,0
Cl,Si,56,44,18,7,55,15,12,2,20,26,0,2,0,0,8,34,10,84,8,5,0,8,84,84,14,0,1,1,0,0
Cl,Pb,39,3,5,2,5,1,0,4,3,5,0,20,4,2,3,3,6,8,90,0,0,6,90,75,17,4,2,16,9,3
Cl,REE,7,8,0,0,5,2,1,0,6,4,0,1,0,0,0,0,3,5,0,9,0,4,9,9,2,0,1,0,0,0
Cl,U,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
Cl,F,11,12,3,0,9,5,2,0,4,2,0,1,1,0,1,4,2,8,6,4,0,24,24,19,7,0,1,0,0,0
Cl,Cl,217,85,61,36,100,20,12,8,34,56,7,88,8,14,35,57,31,84,90,9,1,24,380,327,75,12,9,33,13,11
Cl,O,212,82,49,35,98,19,12,8,31,50,5,83,3,12,35,57,31,84,75,9,1,19,327,327,57,12,9,30,10,6
Cl,S,32,32,17,6,15,1,0,0,3,9,2,13,4,1,2,19,9,14,17,2,1,7,75,57,75,0,0,3,6,5
Cl,Se,1,1,2,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,4,0,0,0,12,12,0,12,0,0,0,1
Cl,P,3,3,0,0,5,2,0,0,1,0,0,2,0,0,0,1,1,1,2,1,0,1,9,9,0,0,9,0,0,1
Cl,As,15,8,3,0,11,1,0,1,1,4,0,12,0,1,0,2,0,1,16,0,0,0,33,30,3,0,0,33,3,2
Cl,Sb,3,1,0,0,2,0,0,0,0,0,0,4,1,0,0,1,0,0,9,0,0,0,13,10,6,0,0,3,13,0
Cl,Bi,2,1,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,11,6,5,1,1,2,0,11
O,H,2860,634,310,450,868,141,192,153,376,657,62,328,5,179,188,792,274,961,199,195,235,166,212,2860,449,19,463,341,32,41
O,Na,634,951,188,165,358,69,157,29,142,220,2,35,0,16,63,265,103,547,12,97,31,165,82,951,128,3,139,42,11,4
O,K,310,188,450,78,151,33,75,14,54,101,1,40,1,17,16,147,19,276,8,12,21,51,49,450,82,3,33,19,2,1
O,Mg,450,165,78,641,195,24,48,17,63,178,5,19,0,22,82,232,58,276,8,18,19,70,35,641,64,1,92,41,8,1
O,Ca,868,358,151,195,1233,55,105,50,154,245,5,56,1,35,111,364,135,618,27,133,60,172,98,1233,104,2,182,111,15,4
O,Ba,141,69,33,24,55,230,68,20,31,52,0,5,0,1,14,49,29,134,3,25,14,44,19,230,8,1,37,9,0,0
O,Ti,192,157,75,48,105,68,345,18,64,133,0,2,0,16,11,40,5,215,10,73,19,65,12,345,2,0,17,11,4,0
O,V,153,29,14,17,50,20,18,217,28,35,3,23,1,7,4,33,1,38,22,11,19,6,8,217,10,0,11,7,1,7
O,Mn,376,142,54,63,154,31,64,28,531,138,3,8,1,32,24,84,22,244,31,40,6,42,31,531,22,0,108,55,13,0
O,Fe,657,220,101,178,245,52,133,35,138,920,11,44,1,50,38,206,25,334,57,73,28,62,50,920,119,1,189,105,19,12
O,Ni,62,2,1,5,5,0,0,3,3,11,71,7,0,2,1,8,13,8,1,0,4,0,5,71,16,1,2,15,2,2
O,Cu,328,35,40,19,56,5,2,23,8,44,7,423,4,29,5,47,34,38,64,12,17,7,83,423,99,18,36,105,11,10
O,Ag,5,0,1,0,1,0,0,1,1,1,0,4,8,1,0,0,0,0,4,0,0,0,3,8,3,0,0,0,3,0
O,Zn,179,16,17,22,35,1,16,7,32,50,2,29,1,224,1,35,13,50,26,6,4,4,12,224,40,3,26,58,6,0
O,B,188,63,16,82,111,14,11,4,24,38,1,5,0,1,271,76,12,114,6,25,0,28,35,271,8,0,6,5,3,0
O,Al,792,265,147,232,364,49,40,33,84,206,8,47,0,35,76,1012,58,565,29,58,18,119,57,1012,142,1,170,52,9,1
O,C,274,103,19,58,135,29,5,1,22,25,13,34,0,13,12,58,381,57,28,86,32,39,31,381,41,0,22,3,0,3
O,Si,961,547,276,276,618,134,215,38,244,334,8,38,0,50,114,565,57,1453,44,153,21,189,84,1453,56,0,36,22,7,3
O,Pb,199,12,8,8,27,3,10,22,31,57,1,64,4,26,6,29,28,44,314,11,31,14,75,314,59,11,29,55,16,6
O,REE,195,97,12,18,133,25,73,11,40,73,0,12,0,6,25,58,86,153,11,334,27,80,9,334,10,0,44,18,0,0
O,U,235,31,21,19,60,14,19,19,6,28,4,17,0,4,0,18,32,21,31,27,261,9,1,261,35,7,52,35,0,6
